"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","DBPR_SCHEDULE_CAT_CODE","CDS_ID","GW_SW_CODE","LT2_SCHEDULE_CAT_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","POP_CAT_2_CODE","POP_CAT_3_CODE","POP_CAT_4_CODE","POP_CAT_5_CODE","POP_CAT_11_CODE","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","ADMIN_NAME","EMAIL_ADDR","PHONE_NUMBER","PHONE_EXT_NUMBER","FAX_NUMBER","ALT_PHONE_NUMBER","ADDRESS_LINE1","ADDRESS_LINE2","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED"
"51","CT1310011","SOUTHINGTON WATER DEPARTMENT","Y","CT","01",NA,NA,"A",NA,"CWS","3",NA,"SW","3","L",43069,2,2,2,4,6,"State","SW","Y","N","N",10921,"Y","ROGERS, FREDERICK W.","ROGERS, FREDERICK W.","frogers@southingtonwater.org","860-628-5593",NA,"860-621-0491",NA,"605 WEST QUEEN STREET","P.O. BOX 111","SOUTHINGTON","06489","US","CT","Y","30-JUN-10",NA,NA,"CHESHIRE,SOUTHINGTON,WOLCOTT","Hartford"
"52","CT1350011","AQUARION WATER CO OF CT-STAMFORD","Y","CT","01",NA,NA,"A",NA,"CWS","1",NA,"SW","2","P",99415,2,3,3,4,7,"State","SW","Y","N","N",21250,"Y","WALSH, JOHN P.","WALSH, JOHN P.","jwalsh@aquarionwater.com","203-337-5852",NA,"203-337-5839",NA,"600 LINDLEY STREET",NA,"BRIDGEPORT","06606","US","CT","Y","30-JUN-10",NA,NA,"DARIEN,GREENWICH,STAMFORD","Fairfield"
"53","CT1370011","AQUARION WATER CO OF CT-MYSTIC","Y","CT","01",NA,NA,"A",NA,"CWS","3",NA,"SW","3","P",10692,2,2,2,4,6,"State","SW","Y","N","N",4327,"Y","WALSH, JOHN P.","WALSH, JOHN P.","jwalsh@aquarionwater.com","203-337-5852",NA,"203-337-5839",NA,"600 LINDLEY STREET",NA,"BRIDGEPORT","06606","US","CT","Y","30-JUN-10",NA,NA,"GROTON,LEDYARD,STONINGTON","New London"
"54","CT1430011","TORRINGTON WATER COMPANY","Y","CT","01",NA,NA,"A",NA,"CWS","3",NA,"SW","3","P",37915,2,2,2,4,6,"State","SW","Y","Y","N",9829,"Y","SUHANOVSKY, SUSAN M.","SUHANOVSKY, SUSAN M.","twcwater@aim.com","860-489-4149",NA,"860-496-7889",NA,"277 Norfolk Road","P.O. Box 867","TORRINGTON","06790","US","CT","Y","30-JUN-10",NA,NA,"HARWINTON,LITCHFIELD,NEW HARTFORD,TORRINGTON","Litchfield"
"55","CT1480011","WALLINGFORD WATER DEPARTMENT","Y","CT","01",NA,NA,"A",NA,"CWS","3",NA,"SW","3","L",37267,2,2,2,4,6,"State","SW","Y","N","N",10200,"Y","MESKILL, RICHARD J.","MESKILL, RICHARD J.","waterquality@wallingfordct.gov","203-949-2666",NA,"203-949-2678",NA,"377 SOUTH CHERRY STREET",NA,"WALLINGFORD","06452","US","CT","Y","30-JUN-10",NA,NA,"NORTH HAVEN,WALLINGFORD","New Haven"
"56","CT1500000","WINSTED WATER DEPT","N","CT","01","01-01","12-31","I","01-NOV-80","CWS",NA,NA,"SW",NA,"L",8954,1,2,1,3,5,"State","SW","N","N","N",2182,"Y",NA,"WINSTED WATER DEPT",NA,"203-379-2713",NA,NA,NA,NA,"C/O REX LITTLE 338 MAIN ST","WINCHESTER","06098","US","CT",NA,NA,NA,NA,"Not Reported","Litchfield"
"57","CT1510011","WATERBURY WATER DEPARTMENT","Y","CT","01",NA,NA,"A",NA,"CWS","1",NA,"SW","1","L",107271,2,3,4,5,8,"State","SW","Y","N","N",26355,"Y","BOGUCKI, CHRISTOPHER J.","BOGUCKI, CHRISTOPHER J.","cbogucki@waterburyct.org","203-574-8250",NA,"203-574-6849",NA,"21 EAST AURORA STREET",NA,"WATERBURY","06708","US","CT","Y","30-JUN-10",NA,NA,"MIDDLEBURY,PROSPECT,WATERBURY,WATERTOWN,WOLCOTT","New Haven"
"58","CT1520071","WATERFORD WPCA","Y","CT","01",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",16578,2,2,2,4,6,"State","SWP","Y","N","N",6860,"Y","SOTO, NEFTALI","SOTO, NEFTALI","nsoto@waterfordct.org","860-444-5886",NA,"860-442-9037",NA,"15 Rope Ferry Road",NA,"WATERFORD","06385-2886","US","CT","Y","30-JUN-10",NA,NA,"MONTVILLE,NEW LONDON,WATERFORD","New London"
"59","CT1530011","WATERTOWN FIRE DISTRICT","Y","CT","01",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",6718,1,2,1,3,5,"State","GW","Y","N","N",2111,"Y","TANUIS, MICHAEL C.","TANUIS, MICHAEL C.","mtanuis@watertownfiredistrict.org","860-274-6332",NA,"860-945-3441",NA,"24 DEFOREST STREET",NA,"WATERTOWN","06795","US","CT","Y","30-JUN-10",NA,NA,"WATERTOWN","Litchfield"
"60","CT1530021","WATERTOWN WATER %26 SEWER AUTHORITY","Y","CT","01",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",9972,1,2,1,3,5,"State","SWP","Y","N","N",3735,"Y","CATERINO JR, VINCENT N.","CATERINO JR, VINCENT N.","caterino@watertownct.org","860-945-5299",NA,"860-945-5298",NA,"747 FRENCH STREET",NA,"OAKVILLE","06779","US","CT","Y","30-JUN-10",NA,NA,"MIDDLEBURY,WATERBURY,WATERTOWN","Litchfield"
"61","CT1620011","WINSTED WATER WORKS","Y","CT","01",NA,NA,"A",NA,"CWS","4",NA,"SW","4","L",7784,1,2,1,3,5,"State","SW","Y","N","N",2599,"Y","ROLLINS, JAMES","ROLLINS, JAMES","dpwdirector@townofwinchester.org","860-379-4101",NA,"860-738-3509",NA,"189 ROWLEY STREET",NA,"WINSTED","06098","US","CT","Y","30-JUN-10",NA,NA,"BARKHAMSTED,WINCHESTER","Litchfield"
"62","CT1630011","WINDHAM WATER WORKS","Y","CT","01",NA,NA,"A",NA,"CWS","3",NA,"SW","3","L",21214,2,2,2,4,6,"State","SW","Y","N","N",4860,"Y","HOOPER, JAMES","HOOPER, JAMES","jhooper@windhamct.com","860-465-3086",NA,"860-465-3085",NA,"174 STORRS ROAD",NA,"MANSFIELD CENTER","06250","US","CT","Y","30-JUN-10",NA,NA,"MANSFIELD,WINDHAM","Windham"
"63","CT1705011","EAST LONGMEADOW WATER DEPARTMENT","N","CT","01","01-01","12-31","N","31-MAR-15","CWS",NA,NA,NA,NA,"P",9000,1,2,1,3,5,"State",NA,"N","N","N",3000,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"Not Reported","Not Reported"
"64","MA1004000","ADAMS FIRE DISTRICT","Y","MA","01",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",8207,1,2,1,3,5,"State","GW","Y","N","N",3045,"Y","ADAMS FIRE DISTRICT","WILLIAM D CYRULIK","wdcyrulik@yahoo.com","4137430978",NA,"4137430896","4137430179","3 COLUMBIA ST",NA,"ADAMS","01220","US","MA",NA,NA,NA,NA,"ADAMS","Berkshire"
"65","MA1005000","AGAWAM WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","1","1237","SW",NA,"L",28772,2,2,2,4,6,"State","SWP","Y","N","N",10058,"Y","AGAWAM WATER DEPARTMENT","CHRISTOPHER J GOLBA","cgolba@agawam.ma.us","4138210600",NA,"4138210631","4138210623","1000 SUFFIELD ST",NA,"AGAWAM","01001","US","MA",NA,NA,NA,NA,"AGAWAM","Hampden"
"66","MA1008000","AMHERST DPW  WATER DIVISION","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",37819,2,2,2,4,6,"State","SW","Y","N","N",6287,"Y","AMHERST DPW  WATER DIVISION","GUILFORD MOORING","mooringg@amherstma.gov","4132593050",NA,"4132592414",NA,"586 SOUTH PLEASANT ST",NA,"AMHERST","01002","US","MA",NA,NA,NA,NA,"AMHERST","Hampshire"
"67","MA1015000","ATHOL DPW  WATER DIVISION","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","GW",NA,"L",10032,2,2,2,4,6,"State","GW","Y","N","N",3203,"Y","ATHOL DPW  WATER DIVISION","DOUGLAS A WALSH","supt@townofathol.org","9782494542",NA,"9782493058",NA,"584 MAIN ST RM 24",NA,"ATHOL","01331","US","MA",NA,NA,NA,NA,"ATHOL","Worcester"
"68","MA1061000","CHICOPEE WATER DEPT (MWRA)","Y","MA","01",NA,NA,"A",NA,"CWS","2","2724012","SW",NA,"L",55144,2,3,3,4,7,"State","SWP","Y","N","N",16156,"Y","CHICOPEE WATER DEPT (MWRA)","ALAN M STARZYK","astarzyk@chicopeema.gov","4135943420",NA,"4135943461",NA,"115 BASKIN DRIVE",NA,"CHICOPEE","01020","US","MA",NA,NA,NA,NA,"CHICOPEE","Hampden"
"69","MA1070000","DALTON FIRE DISTRICT","Y","MA","01",NA,NA,"A",NA,"CWS","3","1240","SW",NA,"L",6419,1,2,1,3,5,"State","SWP","Y","N","N",2228,"Y","DALTON FIRE DISTRICT","ROBERT A BENLIEN","daltonwd@bcn.net","4136846118",NA,"4136846126","4136846124","20 FLANSBURG AVE",NA,"DALTON","01226","US","MA",NA,NA,NA,NA,"DALTON","Berkshire"
"70","MA1085000","EAST LONGMEADOW DPW WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","1","1237","SW",NA,"L",15578,2,2,2,4,6,"State","SWP","Y","N","N",6020,"Y","EAST LONGMEADOW DPW WATER DEPT","ROBERT PEIRENT","robert.peirent@eastlongmeadowma.gov","4135255400",NA,"4135255400",NA,"60 CENTER SQUARE",NA,"EAST LONGMEADOW","01028","US","MA",NA,NA,NA,NA,"EAST LONGMEADOW","Hampden"
"71","MA1087000","EASTHAMPTON WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","GW",NA,"L",16053,2,2,2,4,6,"State","GW","Y","N","N",5799,"Y","EASTHAMPTON WATER DEPT","GREG R NUTTELMAN","greg@easthamptonwater.com","4135291422",NA,"4135291431","4133261138","109 HENDRICK ST",NA,"EASTHAMPTON","01027","US","MA",NA,NA,NA,NA,"EASTHAMPTON","Hampshire"
"72","MA1114000","GREENFIELD WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","3","1242","SW","3","L",17645,2,2,2,4,6,"State","SW","Y","N","N",5686,"Y","GREENFIELD WATER FACILITES","MARK D HOLLEY","markh@greenfield-ma.gov","4137721539",NA,"4137721541",NA,"GREENFIELD WATER FACILITIES","14 COURT SQUARE","GREENFIELD","01301","US","MA",NA,NA,NA,NA,"GREENFIELD","Franklin"
"73","MA1117000","SOUTH HADLEY FIRE DISTRICT #1","N","MA","01","01-01","12-31","I","01-JUL-85","CWS",NA,NA,"SW",NA,"L",11500,2,2,2,4,6,"State","SW","N","N","N",3324,"Y",NA,"SOUTH HADLEY FIRE DISTRICT #1",NA,"413-532-0666",NA,NA,NA,NA,"39 LAMB ST","SO HADLEY","01075","US","MA",NA,NA,NA,NA,"Not Reported","Hampshire"
"74","MA1117001","SOUTH HADLEY FIRE DISTRICT #2","N","MA","01","01-01","12-31","I","01-JUL-85","CWS",NA,NA,"SW",NA,"L",7650,1,2,1,3,5,"State","SW","N","N","N",1215,"Y",NA,"SOUTH HADLEY FIRE DISTRICT #2",NA,"413-532-9210",NA,NA,NA,NA,"29 WOODRIDGE ST","SO HADLEY","01075","US","MA",NA,NA,NA,NA,"Not Reported","Hampshire"
"75","MA1137000","HOLYOKE WATER WORKS","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",40124,2,2,2,4,6,"State","SW","Y","N","N",8072,"Y","HOLYOKE WATER WORKS","DAVID M CONTI","contid@holyoke.org","4135360442",NA,"4135386244",NA,"MAIN OFFICE - 20 COMMERCIAL ST",NA,"HOLYOKE","01040","US","MA",NA,NA,NA,NA,"HOLYOKE","Hampden"
"76","MA1150000","LEE WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","SW","4","L",5124,1,2,1,3,5,"State","SW","Y","N","N",2153,"Y","LEE WATER DEPT","MICHAEL B TOWLER","towler287@gmail.com","4132435526",NA,"4132434597",NA,"32 MAIN STREET",NA,"LEE","01238","US","MA",NA,NA,NA,NA,"LEE","Berkshire"
"77","MA1152000","LENOX DPW WATER DIVISION","Y","MA","01",NA,NA,"A",NA,"CWS","4","9013","SW","4","L",9800,1,2,1,3,5,"State","SW","Y","N","N",2080,"Y","LENOX DPW WATER DIVISION","SEAN VANDEUSEN","lenoxdpw@townoflenox.com","4136375525",NA,"4136375529",NA,"275 MAIN STREET",NA,"LENOX","01240","US","MA",NA,NA,NA,NA,"LENOX","Berkshire"
"78","MA1159000","LONGMEADOW WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","1","1237","SW",NA,"L",14925,2,2,2,4,6,"State","SWP","Y","N","N",5682,"Y","LONGMEADOW WATER DEPT","PETER W THURBER","pthurber@longmeadow.org","4135673400",NA,"4135679018",NA,"31 PONDSIDE ROAD",NA,"LONGMEADOW","01106","US","MA",NA,NA,NA,NA,"LONGMEADOW","Hampden"
"79","MA1161000","LUDLOW WATER DEPT (SPRINGFIELD W%26SC)","N","MA","01",NA,NA,"I","28-MAR-00","CWS",NA,NA,"SW",NA,"L",18000,2,2,2,4,6,"State","SW","N","N","N",4826,"Y",NA,"SPRINGFIELD WATER %26 SEWER COMMISSION",NA,NA,NA,NA,NA,"PO BOX 995",NA,"SPRINGFIELD","011010000","US","MA",NA,NA,NA,NA,"LUDLOW","Hampden"
"80","MA1192000","TURNERS FALLS WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","4","1248","GW",NA,"L",7057,1,2,1,3,5,"State","GW","Y","N","N",2263,"Y","TURNERS FALLS WATER DEPT","MICHAEL S BROWN","turnerswater@yahoo.com","4138634542",NA,"4138633175","4138635442","226 MILLERS FALLS RD",NA,"TURNERS FALLS","01376","US","MA",NA,NA,NA,NA,"MONTAGUE","Franklin"
"81","MA1209000","NORTH ADAMS WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",13000,2,2,2,4,6,"State","SW","Y","N","N",4203,"Y","NORTH ADAMS WATER DEPT","TIMOTHY H LESCARBEAU","tim_lescarbeau@northadams-ma.gov","4136623000",NA,"4136623014",NA,"10 MAIN ST CITY HALL",NA,"NORTH ADAMS","01247","US","MA",NA,NA,NA,NA,"NORTH ADAMS","Berkshire"
"82","MA1214000","NORTHAMPTON WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",29342,2,2,2,4,6,"State","SW","Y","N","N",8702,"Y","NORTHAMPTON WATER DEPT","GREG NUTTELMAN","nhuntley@northamptonma.gov","4135871097",NA,"4135871576","4133260600","125 LOCUST STREET",NA,"NORTHAMPTON","01060","US","MA",NA,NA,NA,NA,"NORTHAMPTON","Hampshire"
"83","MA1223000","ORANGE WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",6487,1,2,1,3,5,"State","SWP","Y","N","N",1843,"Y","ORANGE WATER DEPARTMENT","KENNETH R WYSK","watersuper@townoforange.org","9785441115",NA,"9785441122",NA,"P.O. BOX 267",NA,"ORANGE","01364","US","MA",NA,NA,NA,NA,"ORANGE","Franklin"
"84","MA1236000","PITTSFIELD DPU WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","3","1240","SW","3","L",44737,2,2,2,4,6,"State","SW","Y","N","N",15484,"Y","PITTSFIELD DPU WATER DEPT","BRUCE I COLLINGWOOD","bcollingwood@pittsfieldch.com","4134999330",NA,"4134999418",NA,"100 NORTH STREET","LEVEL M","PITTSFIELD","01201","US","MA",NA,NA,NA,NA,"PITTSFIELD","Berkshire"
"85","MA1275000","SOUTH HADLEY FD #1 (MWRA)","Y","MA","01",NA,NA,"A",NA,"CWS","2","2724012","SW",NA,"L",14000,2,2,2,4,6,"State","SWP","Y","N","N",4789,"Y","SOUTH HADLEY FD #1 (MWRA)","JEFFREY A CYR","waterdept1@comcast.net","4135320666",NA,"4135367920",NA,"438 GRANBY RD",NA,"SOUTH HADLEY","01075","US","MA",NA,NA,NA,NA,"SOUTH HADLEY","Hampshire"
"86","MA1279000","SOUTHWICK WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","1","1237","SW",NA,"L",6822,1,2,1,3,5,"State","SWP","Y","N","N",2586,"Y","SOUTHWICK WATER DEPT","RANDAL BROWN","rbrown@southwickma.net","4135696772",NA,"4135695001","4135693040","454 COLLEGE HWY",NA,"SOUTHWICK","01077","US","MA",NA,NA,NA,NA,"SOUTHWICK","Hampden"
"87","MA1281000","SPRINGFIELD WATER AND SEWER COMMISSION","Y","MA","01",NA,NA,"A",NA,"CWS","1","1237","SW","1","L",234105,2,3,4,5,8,"State","SW","Y","N","N",42679,"Y","SPRINGFIELD WATER %26 SEWER COMMISSION","JOSHUA SCHIMMEL","josh.schimmel@waterandsewer.org","4133103500",NA,"4137877975","4134521333","PO BOX 995",NA,"SPRINGFIELD","01101","US","MA",NA,NA,NA,NA,"SPRINGFIELD","Hampden"
"88","MA1309000","WARE WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","GW",NA,"L",7065,1,2,1,3,5,"State","GW","Y","N","N",2371,"Y","WARE WATER DEPT","RICHARD P KILHART","dkilhart@townofware.com","4139679620",NA,"4139679622",NA,"4 1/2 CHURCH ST","P.O. BOX 89","WARE","01082","US","MA",NA,NA,NA,NA,"WARE","Hampshire"
"89","MA1325000","WEST SPRINGFIELD DPW WATER DIVISION","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",28391,2,2,2,4,6,"State","SWP","Y","N","N",8546,"Y","WEST SPRINGFIELD DPW WATER DIVISION","JEFFREY AUER","jauer@west-springfield.ma.us","4132633230",NA,"4132633130",NA,"26 CENTRAL ST","SUITE 17","WEST SPRINGFIELD","01089","US","MA",NA,NA,NA,NA,"WEST SPRINGFIELD","Hampden"
"90","MA1329000","WESTFIELD WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",42000,2,2,2,4,6,"State","SW","Y","N","N",11446,"Y","WESTFIELD WATER DEPT","CHARLES L DARLING","c.darling@cityofwestfield.org","4135726243",NA,"4135643126","4135726270","28 SACKETT STREET",NA,"WESTFIELD","01085","US","MA",NA,NA,NA,NA,"WESTFIELD","Hampden"
"91","MA1339000","WILBRAHAM WATER DEPT (MWRA)","Y","MA","01",NA,NA,"A",NA,"CWS","2","2724012","SW",NA,"L",8803,1,2,1,3,5,"State","SWP","Y","N","N",3347,"Y","WILBRAHAM WATER DEPT (MWRA)","MICHAEL - DUPLICATE S FRAMARIN (WILBRAHAM)","mframarin@wilbraham-ma.gov","4135962826",NA,"4135991260",NA,"240 SPRINGFIELD ST",NA,"WILBRAHAM","01095","US","MA",NA,NA,NA,NA,"WILBRAHAM","Hampden"
"92","MA1341000","WILLIAMSTOWN WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","4","1251","GW",NA,"L",7343,1,2,1,3,5,"State","GW","Y","N","N",2107,"Y","WILLIAMSTOWN WATER DEPT","EDWARD J RONDEAU","erondeau@williamstown.net","4134583383",NA,"4134584101",NA,"675 SIMONDS RD",NA,"WILLIAMSTOWN","01267","US","MA",NA,NA,NA,NA,"WILLIAMSTOWN","Berkshire"
"93","MA2002000","ACTON WATER SUPPLY DISTRICT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW",NA,"L",20765,2,2,2,4,6,"State","GU","Y","N","N",6697,"Y","ACTON WATER SUPPLY DISTRICT","CHRISTOPHER D ALLEN","chris@actonwater.com","9782639107",NA,"9782640148",NA,"P.O. BOX 953",NA,"ACTON","01720","US","MA",NA,NA,NA,NA,"ACTON","Middlesex"
"94","MA2011004","ASH/WIN JOINT WATER AUTHORITY","Y","MA","01",NA,NA,"A",NA,"CWS","4","8230000012","SW","4","L",9221,1,2,1,3,5,"State","SW","Y","N","N",2,"Y","ASH/WIN JOINT WATER AUTHORITY","LEONARD COLLETTE",NA,"9788274120",NA,"9788276947","9788275931","C/O ASHBURNHAM WATER DEPARTMENT","204 LAKE ROAD","ASHBURNHAM","01430","US","MA",NA,NA,NA,NA,"ASHBURNHAM","Worcester"
"95","MA2016000","ATTLEBORO WATER DEPT","N","MA","01","01-01","12-31","I","01-JUN-84","CWS",NA,NA,"SW",NA,"L",33000,2,2,2,4,6,"State","SW","N","N","N",8455,"Y",NA,"ATTLEBORO WATER DEPT",NA,"617-222-0046",NA,NA,NA,NA,"25 SOUTH MAIN ST","ATTLEBORO","02703","US","MA",NA,NA,NA,NA,"Not Reported","Bristol"
"96","MA2017000","AUBURN WATER DISTRICT","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","SW",NA,"L",11527,2,2,2,4,6,"State","SWP","Y","N","N",4405,"Y","AUBURN WATER DISTRICT","KENNETH SMITH","ksmith@auburnwater.com","5088325336",NA,"5088325338",NA,"P.O. BOX 187",NA,"AUBURN","01501","US","MA",NA,NA,NA,NA,"AUBURN","Worcester"
"97","MA2019000","AYER DPW  WATER DIVISION","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","GW",NA,"L",7427,1,2,1,3,5,"State","GW","Y","N","N",3126,"Y","AYER DPW  WATER DIVISION","MARK WETZEL","mwetzel@ayer.ma.us","9787728240",NA,"9787720990",NA,"25 BROOK STREET",NA,"AYER","01432","US","MA",NA,NA,NA,NA,"AYER","Middlesex"
"98","MA2019001","DEVENS  MASSDEVELOPMENT","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","GW",NA,"S",6500,1,2,1,3,5,"State","GW","Y","N","N",321,"Y","DEVENS  MASSDEVELOPMENT","JIM MOORE","jmoore@massdevelopment.com","9787842931",NA,"9787727496",NA,"33 ANDREWS PKWY",NA,"DEVENS","01434","US","MA",NA,NA,NA,NA,"AYER","Middlesex"
"99","MA2025000","BELLINGHAM DPW  WATER  SEWER DIV.","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","GW",NA,"L",14700,2,2,2,4,6,"State","GW","Y","N","N",5787,"Y","BELLINGHAM DPW  WATER %26 SEWER DIV.","DONALD F DIMARTINO","DDiMartino@bellinghamma.org","5089665813",NA,"5089665814",NA,"26 BLACKSTONE STREET",NA,"BELLINGHAM","02019","US","MA",NA,NA,NA,NA,"BELLINGHAM","Norfolk"
"100","MA2032000","BLACKSTONE WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","GW",NA,"L",8599,1,2,1,3,5,"State","GW","Y","N","N",2727,"Y","BLACKSTONE WATER DEPARTMENT","JAMES M SULLIVAN","jsullivan@townofblackstone.org","5088839331",NA,"5088833796",NA,"53 ELM ST",NA,"BLACKSTONE","01504","US","MA",NA,NA,NA,NA,"BLACKSTONE","Worcester"
"101","MA2064000","CLINTON WATER DEPT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",13606,2,2,2,4,6,"State","SW","Y","N","N",4170,"Y","CLINTON WATER DEPT","CHRISTOPHER MCGOWN","cmcgown@clintonma.gov","9783654110",NA,"9783654106",NA,"242 CHURCH ST",NA,"CLINTON","01510","US","MA",NA,NA,NA,NA,"CLINTON","Worcester"
"102","MA2080000","DUDLEY WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",7644,1,2,1,3,5,"State","GW","Y","N","N",2371,"Y","DUDLEY WATER DEPARTMENT","JOHN MEEHAN","watersewer@dudleyma.gov","5089498007",NA,"5089498029",NA,"71 WEST MAIN ST",NA,"DUDLEY","01571","US","MA",NA,NA,NA,NA,"DUDLEY","Worcester"
"103","MA2097000","FITCHBURG DPW, DIV. OF WATER SUPPLY","Y","MA","01",NA,NA,"A",NA,"CWS","3","1254","SW","3","L",39100,2,2,2,4,6,"State","SW","Y","N","N",11097,"Y","FITCHBURG DPW, DIV. OF WATER SUPPLY","JOHN M DELINE","JDELINE@FITCHBURGMA.GOV","9783459616",NA,"9783459555",NA,"1200 RINDGE ROAD",NA,"FITCHBURG","01420","US","MA",NA,NA,NA,NA,"FITCHBURG","Worcester"
"104","MA2101000","FRANKLIN WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","GW",NA,"L",33590,2,2,2,4,6,"State","GW","Y","N","N",9827,"Y","FRANKLIN WATER DEPARTMENT","ROBERT A CANTOREGGI","rcantoreggi@franklin.ma.us","5085535500",NA,"5085204939","5085535520","257 FISHER STREET",NA,"FRANKLIN","02038","US","MA",NA,NA,NA,NA,"FRANKLIN","Norfolk"
"105","MA2103000","GARDNER WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","SW","3","L",19110,2,2,2,4,6,"State","SW","Y","N","N",5836,"Y","GARDNER WATER DEPARTMENT","MATTHEW LAPOINTE","MATTHEW.LAPOINTE@SUEZ-NA.COM","9786308791",NA,"9786308792",NA,"99 HEYWOOD ST",NA,"GARDNER","01440","US","MA",NA,NA,NA,NA,"GARDNER","Worcester"
"106","MA2110000","GRAFTON WATER DISTRICT","Y","MA","01",NA,NA,"A",NA,"CWS","4","9999","GW",NA,"L",10703,2,2,2,4,6,"State","GW","Y","N","N",4417,"Y","GRAFTON WATER DISTRICT","MATTHEW E PEARSON","graftonh20@aol.com","5088392302",NA,"5088392367",NA,"P.O. BOX 537","44 MILLBURY ST.","GRAFTON","01519","US","MA",NA,NA,NA,NA,"GRAFTON","Worcester"
"107","MA2134000","HOLDEN WATER DIVISION, DPW","Y","MA","01",NA,NA,"A",NA,"CWS","1","9008","SW",NA,"L",15801,2,2,2,4,6,"State","SWP","Y","N","N",6211,"Y","TOWN OF HOLDEN","JOHN WOODSMALL","jwoodsmall@holdenma.gov","5082105545",NA,"5088290252","5082105550","C/O HOLDEN WATER DIVISION, DPW","1196 MAIN ST","HOLDEN","01520","US","MA",NA,NA,NA,NA,"HOLDEN","Worcester"
"108","MA2136000","HOLLISTON WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","3","9999","GW",NA,"L",14946,2,2,2,4,6,"State","GW","Y","N","N",4837,"Y","TOWN OF HOLLISTON","SEAN M REESE","reeses@holliston.k12.ma.us","5084290603",NA,"5084290642","5082502350","ATTN: JEFF RITTER","703 WASHINGTON STREET, ROOM 103","HOLLISTON","01746","US","MA",NA,NA,NA,NA,"HOLLISTON","Middlesex"
"109","MA2138000","HOPEDALE WATER DEPARTMENT","Y","MA","01",NA,NA,"A",NA,"CWS","3","1256","SW",NA,"L",6025,1,2,1,3,5,"State","SWP","Y","N","N",2365,"Y","TOWN OF HOPEDALE","TIMOTHY J WATSON","twatson@hopedale-ma.gov","5084782080",NA,"5086342200","5082942522","C/O HOPEDALE WATER DEPARTMENT","PO BOX 7","HOPEDALE","01747","US","MA",NA,NA,NA,NA,"HOPEDALE","Worcester"
