"","Sample.Number","Date.Submitted","Analysis..Lead.","Lead..ppb.","Analysis..Copper.","Copper..ppb.","Street..","Street.Name","City","Zip.Code","lead.ppb","copper.ppb","addresses","lon","lat","address"
"128","LG02740","1/23/2016","Lead","44","Copper","110","3721","BENNETT","FLINT","48506",44,110,"3721 BENNETT, Flint MI, 48506",-83.639301,43.036596,"3721 bennett ave, flint, mi 48506, usa"
"129","LG04599","1/26/2016","Lead","44","Copper","0","426","ODETTE ST","FLINT","48503",44,0,"426 ODETTE ST, Flint MI, 48503",-83.710467,43.034836,"426 odette st, flint, mi 48503, usa"
"130","LG03022","1/24/2016","Lead","43","Copper","80","410","E BAKER ST","FLINT","48505",43,80,"410 E BAKER ST, Flint MI, 48505",-83.699346,43.039012,"410 e baker st, flint, mi 48505, usa"
"131","LF93552","11/24/2015","Lead","42","Copper","50","318","BUCKINGHAM #3","FLINT","48507",42,50,"318 BUCKINGHAM #3, Flint MI, 48507",-81.3496259,41.3200961,"318 buckingham, aurora, oh 44202, usa"
"132","LF97924","12/29/2015","Lead","42","Copper","100","1201","N GRAND TRAVERSE","FLINT","48503",42,100,"1201 N GRAND TRAVERSE, Flint MI, 48503",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"133","LG01968","1/21/2016","Lead","42","Copper","210","3417 1/2","GRUNNARD","FLINT","48503",42,210,"3417 1/2 GRUNNARD, Flint MI, 48503",-83.6720756,43.0145534,"flint, mi 48503, usa"
"134","LG04774","1/27/2016","Lead","42","Copper","250","908","LIPPINCOTT","FLINT","48503",42,250,"908 LIPPINCOTT, Flint MI, 48503",-83.669541,43.003045,"908 lippincott blvd, flint, mi 48503, usa"
"135","LF85860","10/1/2015","Lead","41","Copper","1,040","2319","BAGLEY","FLINT","48504",41,1040,"2319 BAGLEY, Flint MI, 48504",-83.7203911,43.0196795,"2319 bagley st, flint, mi 48504, usa"
"136","LF97350","12/18/2015","Lead","41","Copper","150","1918","LEITH 1","FLINT","48506",41,150,"1918 LEITH 1, Flint MI, 48506",-83.664449,43.042577,"1918 leith st, flint, mi 48506, usa"
"137","LF99205","1/7/2016","Lead","41","Copper","650","1201","N GRAND TRAVERSE","FLINT","",41,650,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"138","LG02012","1/21/2016","Lead","41","Copper","250","1925","OWEN ST","FLINT","48503",41,250,"1925 OWEN ST, Flint MI, 48503",-83.655815,43.00664,"1925 owen st, flint, mi 48503, usa"
"139","LG02413","1/22/2016","Lead","41","Copper","570","348","E ATHERTON RD","FLINT","48507",41,570,"348 E ATHERTON RD, Flint MI, 48507",-83.669578,42.98871,"348 e atherton rd, flint, mi 48507, usa"
"140","LG04056","1/26/2016","Lead","41","Copper","90","3302","HAWTHORNE DR","FLINT","48503",41,90,"3302 HAWTHORNE DR, Flint MI, 48503",-83.727903,42.993722,"3302 hawthorne dr, flint, mi 48503, usa"
"141","LG04146","1/26/2016","Lead","41","Copper","0","2607","WALTER ST","FLINT","48504",41,0,"2607 WALTER ST, Flint MI, 48504",-83.726744,43.0399839,"2607 walter st, flint, mi 48504, usa"
"142","LG04306","1/26/2016","Lead","41","Copper","110","622","EDMUND ST","FLINT","48505",41,110,"622 EDMUND ST, Flint MI, 48505",-83.69523,43.050137,"622 edmund st, flint, mi 48505, usa"
"143","LG05047","1/27/2016","Lead","41","Copper","170","2957","CARR ST A1","FLINT","48506",41,170,"2957 CARR ST A1, Flint MI, 48506",-83.652428,43.053237,"2957 carr st, flint, mi 48506, usa"
"144","LF97351","12/18/2015","Lead","40","Copper","120","1642","BELLE AVE","FLINT","48506",40,120,"1642 BELLE AVE, Flint MI, 48506",-83.668804,43.037978,"1642 belle ave, flint, mi 48506, usa"
"145","LG02382","1/22/2016","Lead","40","Copper","0","2007","COPEMAN BLVD","FLINT","48504",40,0,"2007 COPEMAN BLVD, Flint MI, 48504",-83.72801,43.03426,"2007 copeman blvd, flint, mi 48504, usa"
"146","LG05134","1/27/2016","Lead","40","Copper","1,080","4102","CUSTER AVE","FLINT","48507",40,1080,"4102 CUSTER AVE, Flint MI, 48507",-83.668225,42.986283,"4102 custer ave, flint, mi 48507, usa"
"147","LG06436","1/30/2016","Lead","40","Copper","320","607","THAYER ST APT 2","FLINT","48503",40,320,"607 THAYER ST APT 2, Flint MI, 48503",-83.703669,43.00848,"607 thayer st #2, flint, mi 48503, usa"
"148","LG04827","1/27/2016","Lead","39","Copper","110","3508","PITKIN AVE","FLINT","48506",39,110,"3508 PITKIN AVE, Flint MI, 48506",-83.6416689,43.030596,"3508 pitkin ave, flint, mi 48506, usa"
"149","LG04858","1/27/2016","Lead","39","Copper","1,670","1301","WEST COURT ST","FLINT","48503",39,1670,"1301 WEST COURT ST, Flint MI, 48503",-83.7010512,43.0067981,"1301 w court st, flint, mi 48503, usa"
"150","LG05098","1/27/2016","Lead","38","Copper","110","812","LEITH ST","FLINT","48505",38,110,"812 LEITH ST, Flint MI, 48505",-83.689593,43.042778,"812 leith st, flint, mi 48505, usa"
"151","LG00542","1/19/2016","Lead","37","Copper","60","4026","PROCTOR","FLINT","48504",37,60,"4026 PROCTOR, Flint MI, 48504",-83.71815,43.051434,"4026 proctor st, flint, mi 48504, usa"
"152","LG05770","1/28/2016","Lead","37","Copper","50","1621","STOCKER AVE","FLINT","48503",37,50,"1621 STOCKER AVE, Flint MI, 48503",-83.728843,42.997516,"1621 stocker ave, flint, mi 48503, usa"
"153","LF88954","10/26/2015","Lead","36","Copper","0","225","W COURT ST #2","FLINT","48503",36,0,"225 W COURT ST #2, Flint MI, 48503",-92.6400312,31.9258203,"225 w court st, winnfield, la 71483, usa"
"154","LF92733","11/18/2015","Lead","36","Copper","0","1134","SIMCOE AVE","FLINT","48507",36,0,"1134 SIMCOE AVE, Flint MI, 48507",-83.695999,42.994122,"1134 simcoe ave, flint, mi 48507, usa"
"155","LG01589","1/21/2016","Lead","36","Copper","420","3213","FOREST HILL AVE","FLINT","48504",36,420,"3213 FOREST HILL AVE, Flint MI, 48504",-83.721715,43.045076,"3213 forest hill ave, flint, mi 48504, usa"
"156","LG04756","1/27/2016","Lead","36","Copper","0","2038","CHURCH ST","FLINT","48503",36,0,"2038 CHURCH ST, Flint MI, 48503",-83.681279,43.001159,"2038 church st, flint, mi 48503, usa"
"157","LG05230","1/27/2016","Lead","36","Copper","140","2314","PENNSYLVANIA AVE","FLINT","48506",36,140,"2314 PENNSYLVANIA AVE, Flint MI, 48506",-83.659968,43.029312,"2314 pennsylvania ave, flint, mi 48506, usa"
"158","LG05637","1/28/2016","Lead","36","Copper","190","3513","HOGARTH AVE","FLINT","48503",36,190,"3513 HOGARTH AVE, Flint MI, 48503",-83.732523,42.9956,"3513 hogarth ave, flint, mi 48503, usa"
"159","LF86513","10/6/2015","Lead","35","Copper","2,570","2400","N SAGINAW ST BLDG E","FLINT","48505",35,2570,"2400 N SAGINAW ST BLDG E, Flint MI, 48505",-83.6938469,43.0380664,"2400 saginaw st, flint, mi 48505, usa"
"160","LF99188","1/7/2016","Lead","35","Copper","70","1201","N GRAND TRAVERSE","FLINT","",35,70,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"161","LF99200","1/7/2016","Lead","35","Copper","3,620","1201","N GRAND TRAVERSE","FLINT","",35,3620,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"162","LG01310","1/21/2016","Lead","35","Copper","300","5713","MARLOWE DR","FLINT","48504",35,300,"5713 MARLOWE DR, Flint MI, 48504",-83.727887,43.0654899,"5713 marlowe dr, flint, mi 48504, usa"
"163","LG01499","1/21/2016","Lead","35","Copper","630","3411","KELLAR AVENUE","FLINT","",35,630,"3411 KELLAR AVENUE, Flint MI, ",-83.730011,43.046632,"3411 kellar ave, flint, mi 48504, usa"
"164","LG02062","1/21/2016","Lead","35","Copper","530","2707","CHICAGO BLVD","FLINT","48503",35,530,"2707 CHICAGO BLVD, Flint MI, 48503",-83.721828,42.9995369,"2707 chicago blvd, flint, mi 48503, usa"
"165","LG03029","1/24/2016","Lead","35","Copper","170","1233","ROOSEVELT AVE","FLINT","48503",35,170,"1233 ROOSEVELT AVE, Flint MI, 48503",-83.6789265,43.0276014,"1233 roosevelt ave, flint, mi 48503, usa"
"166","LG05483","1/28/2016","Lead","35","Copper","0","1305","BLANCHARD AVE","FLINT","48503",35,0,"1305 BLANCHARD AVE, Flint MI, 48503",-83.667017,43.014451,"1305 blanchard ave, flint, mi 48503, usa"
"167","LG00465","1/19/2016","Lead","34","Copper","1,080","615","HARRISON ST","FLINT","48502",34,1080,"615 HARRISON ST, Flint MI, 48502",-83.6876979,43.0156125,"615 harrison st, flint, mi 48502, usa"
"168","LG01742","1/21/2016","Lead","34","Copper","60","","","FLINT","",34,60," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"169","LG04567","1/26/2016","Lead","34","Copper","50","2407","LEITH ST","FLINT","48506",34,50,"2407 LEITH ST, Flint MI, 48506",-83.660033,43.043002,"2407 leith st, flint, mi 48506, usa"
"170","LG04930","1/27/2016","Lead","34","Copper","160","218","PEES AVE","FLINT","48503",34,160,"218 PEES AVE, Flint MI, 48503",-83.6720756,43.0145534,"flint, mi 48503, usa"
"171","LG05608","1/28/2016","Lead","34","Copper","210","3411","SUNSET DR","FLINT","48503",34,210,"3411 SUNSET DR, Flint MI, 48503",-83.726768,43.01306,"3411 sunset dr, flint, mi 48503, usa"
"172","LG05988","1/29/2016","Lead","34","Copper","0","2011","WOLCOTT ST","FLINT","48504",34,0,"2011 WOLCOTT ST, Flint MI, 48504",-83.716553,43.023848,"2011 wolcott st, flint, mi 48504, usa"
"173","LF91279","11/9/2015","Lead","33","Copper","70","227","E ALMA AVE","FLINT","48505",33,70,"227 E ALMA AVE, Flint MI, 48505",-83.7028891,43.0730897,"227 e alma ave, flint, mi 48505, usa"
"174","LF99930","1/15/2016","Lead","33","Copper","110","3115","LAWNDALE","FLINT","48504",33,110,"3115 LAWNDALE, Flint MI, 48504",-83.7194453,43.0439154,"3115 lawndale ave, flint, mi 48504, usa"
"175","LG02113","1/21/2016","Lead","33","Copper","90","4105","PENGELLY RD","FLINT","",33,90,"4105 PENGELLY RD, Flint MI, ",-83.671362,42.9860169,"4105 pengelly rd, flint, mi 48507, usa"
"176","LG04853","1/27/2016","Lead","33","Copper","230","1813","W MCCLELLAN","FLINT","",33,230,"1813 W MCCLELLAN, Flint MI, ",-83.726067,43.04339,"1813 w mcclellan st, flint, mi 48504, usa"
"177","LF99155","1/7/2016","Lead","32","Copper","290","121","OLIVER","FLINT","",32,290,"121 OLIVER, Flint MI, ",-83.676828,42.996787,"121 oliver st, flint, mi 48503, usa"
"178","LG01234","1/21/2016","Lead","32","Copper","160","1626","HUGHES AVE","FLINT","48503",32,160,"1626 HUGHES AVE, Flint MI, 48503",-83.72734,42.997599,"1626 hughes ave, flint, mi 48503, usa"
"179","LG02209","1/21/2016","Lead","32","Copper","1,150","2720","WESTWOOD PARKWAY","FLINT","48503",32,1150,"2720 WESTWOOD PARKWAY, Flint MI, 48503",-83.721185,42.995419,"2720 westwood pkwy, flint, mi 48503, usa"
"180","LG02879","1/23/2016","Lead","32","Copper","2,460","3207","COMANCHE","FLINT","48507",32,2460,"3207 COMANCHE, Flint MI, 48507",-83.658781,42.993525,"3207 comanche ave, flint, mi 48507, usa"
"181","LG04492","1/26/2016","Lead","32","Copper","0","2214","OHIO AVE","FLINT","48506",32,0,"2214 OHIO AVE, Flint MI, 48506",-83.6609019,43.03004,"2214 ohio ave, flint, mi 48506, usa"
"182","LG05738","1/28/2016","Lead","32","Copper","0","6908","CRANWOOD DR","FLINT","48505",32,0,"6908 CRANWOOD DR, Flint MI, 48505",-83.715937,43.073942,"6908 cranwood dr, flint, mi 48505, usa"
"183","LG06192","1/29/2016","Lead","32","Copper","230","4002","W KEARLSEY ST","FLINT","48532",32,230,"4002 W KEARLSEY ST, Flint MI, 48532",-83.737764,43.008477,"4002 w kearsley st, flint, mi 48532, usa"
"184","LG06363","1/30/2016","Lead","32","Copper","180","1612","DUPONT ST","FLINT","48504",32,180,"1612 DUPONT ST, Flint MI, 48504",-83.712673,43.029546,"1612 dupont st, flint, mi 48504, usa"
"185","LG02346","1/22/2016","Lead","31","Copper","210","2218","MOUNTAIN AVE","FLINT","48503",31,210,"2218 MOUNTAIN AVE, Flint MI, 48503",-83.660157,43.018885,"2218 mountain ave, flint, mi 48503, usa"
"186","LG03497","1/25/2016","Lead","31","Copper","90","949","ATHERTON RD","FLINT","48507",31,90,"949 ATHERTON RD, Flint MI, 48507",-83.6582617,42.989111,"949 e atherton rd, flint, mi 48507, usa"
"187","LF85948","10/2/2015","Lead","30","Copper","0","1210","WALKER ST","FLINT","48503",30,0,"1210 WALKER ST, Flint MI, 48503",-83.692849,43.004483,"1210 walker st, flint, mi 48503, usa"
"188","LF94260","12/2/2015","Lead","30","Copper","120","402","ALLENDALE PL","FLINT","48503",30,120,"402 ALLENDALE PL, Flint MI, 48503",-83.727506,43.011978,"402 allendale pl, flint, mi 48503, usa"
"189","LG01462","1/21/2016","Lead","30","Copper","190","1604","MARYLAND AVE","FLINT","48506",30,190,"1604 MARYLAND AVE, Flint MI, 48506",-83.670235,43.04038,"1604 maryland ave, flint, mi 48506, usa"
"190","LG01567","1/21/2016","Lead","30","Copper","0","2957","CARR ST APT C-3","FLINT","48506",30,0,"2957 CARR ST APT C-3, Flint MI, 48506",-83.652428,43.053237,"2957 carr st #3, flint, mi 48506, usa"
"191","LG02202","1/21/2016","Lead","30","Copper","100","614","LETA AVE","FLINT","",30,100,"614 LETA AVE, Flint MI, ",-83.662528,42.986372,"614 leta ave, flint, mi 48507, usa"
"192","LG05669","1/28/2016","Lead","30","Copper","280","1217","VERMILYA AVE","FLINT","48507",30,280,"1217 VERMILYA AVE, Flint MI, 48507",-83.697075,42.990979,"1217 vermilya ave, flint, mi 48507, usa"
"193","LF97935","12/29/2015","Lead","29","Copper","2,540","1201","N GRAND TRAVERSE E","FLINT","48503",29,2540,"1201 N GRAND TRAVERSE E, Flint MI, 48503",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"194","LG00993","1/20/2016","Lead","29","Copper","400","1605","NEWCOMBE","FLINT","48506",29,400,"1605 NEWCOMBE, Flint MI, 48506",-83.641644,43.031192,"1605 newcombe st, flint, mi 48506, usa"
"195","LG02865","1/23/2016","Lead","29","Copper","220","2812","BERKLEY STREET","FLINT","48504",29,220,"2812 BERKLEY STREET, Flint MI, 48504",-83.728577,43.026509,"2812 berkley st, flint, mi 48504, usa"
"196","LF81253","9/3/2015","Lead","28","Copper","0","1623","NEOME DR","FLINT","48503",28,0,"1623 NEOME DR, Flint MI, 48503",-83.70773,43.029295,"1623 neome dr, flint, mi 48503, usa"
"197","LF93560","11/24/2015","Lead","28","Copper","80","1410","BLUEBERRY LN/1","FLINT","48507",28,80,"1410 BLUEBERRY LN/1, Flint MI, 48507",-83.6987582,42.9861426,"1410 blueberry ln, flint, mi 48507, usa"
"198","LG01613","1/21/2016","Lead","28","Copper","90","1522","HUGHES AVE","FLINT","48503",28,90,"1522 HUGHES AVE, Flint MI, 48503",-83.727376,42.998532,"1522 hughes ave, flint, mi 48503, usa"
"199","LG02816","1/23/2016","Lead","28","Copper","0","1701","GREENWAY AVE","FLINT","48504",28,0,"1701 GREENWAY AVE, Flint MI, 48504",-83.724564,43.034692,"1701 greenway ave, flint, mi 48504, usa"
"200","LG03687","1/25/2016","Lead","28","Copper","200","2522","WOLCOTT, P.O. BOX 4303","FLINT","48504",28,200,"2522 WOLCOTT, P.O. BOX 4303, Flint MI, 48504",-83.7220383,43.0260029,"2522 wolcott st, flint, mi 48504, usa"
"201","LG03799","1/25/2016","Lead","28","Copper","60","2746","STEVENSON ST","FLINT","48504",28,60,"2746 STEVENSON ST, Flint MI, 48504",-83.7267532,43.0267039,"2746 stevenson st, flint, mi 48504, usa"
"202","LG04194","1/26/2016","Lead","28","Copper","5,430","4307","CHEYENNE AVE","FLINT","48507",28,5430,"4307 CHEYENNE AVE, Flint MI, 48507",-83.655258,42.9852429,"4307 cheyenne ave, flint, mi 48507, usa"
"203","LG04505","1/26/2016","Lead","28","Copper","180","435","LAFAYETTE ST","FLINT","48503",28,180,"435 LAFAYETTE ST, Flint MI, 48503",-83.663945,43.022216,"435 lafayette st, flint, mi 48503, usa"
"204","LG05452","1/28/2016","Lead","28","Copper","0","736","BARRIE AVE","FLINT","48507",28,0,"736 BARRIE AVE, Flint MI, 48507",-83.687197,42.99527,"736 barrie ave, flint, mi 48507, usa"
"205","LF87403","10/13/2015","Lead","27","Copper","80","5838","EDGAR HOLT DR","FLINT","48505",27,80,"5838 EDGAR HOLT DR, Flint MI, 48505",-83.6857111,43.0670019,"5838 edgar holt dr, flint, mi 48505, usa"
"206","LF90464","11/4/2015","Lead","27","Copper","50","","","FLINT","",27,50," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"207","LF99965","1/15/2016","Lead","27","Copper","340","2610","M L KING AVE","FLINT","48505",27,340,"2610 M L KING AVE, Flint MI, 48505",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"208","LG02676","1/23/2016","Lead","27","Copper","100","411","TENTH AVE","FLINT","48503",27,100,"411 TENTH AVE, Flint MI, 48503",-83.704037,43.025503,"411 tenth ave, flint, mi 48503, usa"
"209","LG03686","1/25/2016","Lead","27","Copper","170","1319","LIPPINCOTT BLVD","FLINT","48503",27,170,"1319 LIPPINCOTT BLVD, Flint MI, 48503",-83.665192,43.003797,"1319 lippincott blvd, flint, mi 48503, usa"
"210","LG04785","1/27/2016","Lead","27","Copper","0","2414","PIERCE ST","FLINT","48503",27,0,"2414 PIERCE ST, Flint MI, 48503",-83.6581889,43.01743,"2414 pierce st, flint, mi 48503, usa"
"211","LG05695","1/28/2016","Lead","27","Copper","100","4234","RED ARROW RD","FLINT","48507",27,100,"4234 RED ARROW RD, Flint MI, 48507",-83.667875,42.984756,"4234 red arrow rd, flint, mi 48507, usa"
"212","LF88307","10/20/2015","Lead","26","Copper","60","3822","HERRICK ST","FLINT","48532",26,60,"3822 HERRICK ST, Flint MI, 48532",-83.736407,42.998442,"3822 herrick st, flint, mi 48532, usa"
"213","LG02125","1/21/2016","Lead","26","Copper","940","1708","W DAYTON STREET","FLINT","48504",26,940,"1708 W DAYTON STREET, Flint MI, 48504",-83.725041,43.039335,"1708 w dayton st, flint, mi 48504, usa"
"214","LG02707","1/23/2016","Lead","26","Copper","0","153","E SHERMAN ST","FLINT","",26,0,"153 E SHERMAN ST, Flint MI, ",-83.704283,43.0650586,"153 e sherman ave, flint, mi 48505, usa"
"215","LG02905","1/23/2016","Lead","26","Copper","160","3622","GRATIOT AVE","FLINT","48503",26,160,"3622 GRATIOT AVE, Flint MI, 48503",-83.732013,43.010609,"3622 gratiot ave, flint, mi 48503, usa"
"216","LG04106","1/26/2016","Lead","26","Copper","0","2525","TYRONE ST","FLINT","48504",26,0,"2525 TYRONE ST, Flint MI, 48504",-83.725705,43.019164,"2525 tyrone st, flint, mi 48504, usa"
"217","LG06102","1/29/2016","Lead","26","Copper","220","2107","BLADES AVE","FLINT","48503",26,220,"2107 BLADES AVE, Flint MI, 48503",-83.665734,43.0030069,"2107 blades ave, flint, mi 48503, usa"
"218","LF99190","1/7/2016","Lead","25","Copper","0","1201","N GRAND TRAVERSE","FLINT","",25,0,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"219","LG01379","1/21/2016","Lead","25","Copper","0","1709","W. HOME AVE","FLINT","48504",25,0,"1709 W. HOME AVE, Flint MI, 48504",-83.726208,43.067351,"1709 w home ave, flint, mi 48504, usa"
"220","LG02594","1/22/2016","Lead","25","Copper","140","238","W. WITHERBEE","FLINT","48503",25,140,"238 W. WITHERBEE, Flint MI, 48503",-83.707558,43.035582,"238 w witherbee st, flint, mi 48503, usa"
"221","LG04328","1/26/2016","Lead","25","Copper","80","727","ASYLUM ST P.O.BOX 979 48501","FLINT","48503",25,80,"727 ASYLUM ST P.O.BOX 979 48501, Flint MI, 48503",-83.699806,43.0084639,"727 asylum st, flint, mi 48503, usa"
"222","LG05462","1/28/2016","Lead","25","Copper","160","2117","OKLAHOMA","FLINT","48506",25,160,"2117 OKLAHOMA, Flint MI, 48506",-83.66266,43.042278,"2117 oklahoma ave, flint, mi 48506, usa"
"223","LG05679","1/28/2016","Lead","25","Copper","0","115","E DAMON","FLINT","48505",25,0,"115 E DAMON, Flint MI, 48505",-83.70403,43.052031,"115 damon st, flint, mi 48505, usa"
"224","LG06096","1/29/2016","Lead","25","Copper","90","1005","N CHEVROLET AVE","FLINT","48504",25,90,"1005 N CHEVROLET AVE, Flint MI, 48504",-83.721385,43.018785,"1005 n chevrolet ave, flint, mi 48504, usa"
"225","LG06129","1/29/2016","Lead","25","Copper","120","3127","BENNET AVE","FLINT","48506",25,120,"3127 BENNET AVE, Flint MI, 48506",-83.648233,43.036067,"3127 bennett ave, flint, mi 48506, usa"
"226","LG06164","1/29/2016","Lead","25","Copper","100","1241","ALVORD COVE","FLINT","",25,100,"1241 ALVORD COVE, Flint MI, ",-83.6969231,42.9851613,"1241 alvord ave, flint, mi 48507, usa"
"227","LF99207","1/7/2016","Lead","24","Copper","420","1201","N GRAND TRAVERSE","FLINT","",24,420,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"228","LG00913","1/20/2016","Lead","24","Copper","70","701","W HAMILTON","FLINT","48504",24,70,"701 W HAMILTON, Flint MI, 48504",-83.713462,43.035713,"701 w hamilton ave, flint, mi 48504, usa"
"229","LG01267","1/21/2016","Lead","24","Copper","110","3625","CASSIUS ST","FLINT","48505",24,110,"3625 CASSIUS ST, Flint MI, 48505",-83.706199,43.048775,"3625 cassius st, flint, mi 48505, usa"
